episode,color_idx,shape_idx,size_idx,success,token_0,token_1,token_2
1697,2,0,1,1,3,6,1
1698,2,0,1,1,3,6,1
1699,2,2,0,0,3,5,0
1700,2,0,0,0,4,5,9
1701,2,0,0,1,4,5,9
1702,1,1,0,1,4,5,0
1703,2,0,0,1,4,5,9
1704,0,1,1,0,3,6,8
1705,0,2,1,1,3,6,6
1706,0,1,0,0,4,5,0
1707,1,1,1,1,3,6,8
1708,2,0,0,0,4,5,9
1709,0,0,1,1,3,6,1
1710,2,2,0,1,3,5,0
1711,1,2,0,1,3,5,0
1712,2,2,1,0,3,6,6
1713,1,2,0,1,3,5,0
1714,1,2,0,1,3,5,0
1715,2,2,0,1,3,5,0
1716,0,2,1,0,3,6,6
1717,0,0,1,1,3,6,1
1718,0,2,1,0,3,6,6
1719,1,1,1,1,3,6,8
1720,1,1,0,1,4,5,0
1721,0,1,0,0,4,5,0
1722,2,1,0,1,4,5,0
1723,0,1,1,0,3,6,8
1724,1,2,1,1,3,6,6
1725,1,1,0,1,4,5,0
1726,1,0,1,1,3,6,1
1727,0,2,1,0,3,6,6
1728,0,2,0,1,3,5,0
1729,2,0,0,1,4,5,9
1730,2,0,0,1,4,5,9
1731,0,2,0,1,3,5,0
1732,2,2,1,0,3,6,6
1733,0,0,0,1,4,5,9
1734,0,2,1,0,3,6,6
1735,2,0,1,0,3,6,1
1736,2,2,0,0,3,5,0
1737,2,2,0,1,3,5,0
1738,2,1,1,1,3,6,8
1739,0,0,1,1,3,6,1
1740,2,1,0,1,4,5,0
1741,1,0,0,1,4,5,9
1742,2,2,0,1,3,5,0
1743,2,2,0,1,3,5,0
1744,0,0,0,1,4,5,9
1745,1,0,0,1,4,5,9
1746,0,2,1,1,3,6,6
1747,0,0,1,1,3,6,1
1748,2,2,1,1,3,6,6
1749,0,0,1,1,3,6,1
1750,0,0,0,1,4,5,9
1751,2,0,0,1,4,5,9
1752,2,2,0,1,3,5,0
1753,0,0,0,1,4,5,9
1754,0,1,0,1,4,5,0
1755,0,0,1,0,3,6,1
1756,0,2,1,0,3,6,6
1757,2,2,1,1,3,6,6
1758,2,2,1,1,3,6,6
1759,0,1,0,0,4,5,0
1760,0,0,1,1,3,6,1
1761,2,0,0,0,4,5,9
1762,1,2,1,1,3,6,6
1763,1,2,0,1,3,5,0
1764,2,1,1,1,3,6,8
1765,1,2,0,1,3,5,0
1766,0,0,1,1,3,6,1
1767,0,0,1,1,3,6,1
1768,2,0,1,1,3,6,1
1769,2,1,1,1,3,6,8
1770,2,0,0,1,4,5,9
1771,0,2,1,1,3,6,6
1772,2,2,0,1,3,5,0
1773,0,0,1,1,3,6,1
1774,1,0,0,1,4,5,9
1775,0,0,0,0,4,5,9
1776,1,1,1,0,3,6,8
1777,0,2,1,1,3,6,6
1778,0,2,1,1,3,6,6
1779,0,2,0,1,3,5,0
1780,0,1,0,0,4,5,0
1781,0,1,0,0,4,5,0
1782,1,0,0,1,4,5,9
1783,0,2,0,0,3,5,0
1784,0,1,0,0,4,5,0
1785,0,1,1,0,3,6,8
1786,2,2,1,1,3,6,6
1787,0,1,0,1,4,5,0
1788,2,0,1,1,3,6,1
1789,2,2,1,1,3,6,6
1790,0,1,0,1,4,5,0
1791,0,2,1,1,3,6,6
1792,2,1,0,1,4,5,0
1793,1,0,0,1,4,5,9
1794,2,0,0,0,4,5,9
1795,0,2,0,1,3,5,0
1796,2,1,1,1,3,6,8
1797,0,2,0,1,3,5,0
1798,0,1,1,1,3,6,8
1799,2,2,1,1,3,6,6
1800,2,1,0,1,4,5,0
1801,0,0,1,0,3,6,1
1802,1,1,0,1,4,5,0
1803,2,0,1,1,3,6,1
1804,0,0,0,1,4,5,9
1805,1,2,0,1,3,5,0
1806,0,0,1,1,3,6,1
1807,0,1,1,0,3,6,8
1808,0,0,1,1,3,6,1
1809,0,1,1,0,3,6,8
1810,2,2,1,0,3,6,6
1811,1,0,0,1,4,5,9
1812,0,0,0,0,4,5,9
1813,1,2,1,1,3,6,6
1814,0,2,0,1,3,5,0
1815,0,0,0,0,4,5,9
1816,0,0,0,1,4,5,9
1817,0,0,0,0,4,5,9
1818,0,1,0,0,4,5,0
1819,1,1,0,0,4,5,0
1820,1,1,0,1,4,5,0
1821,1,1,0,1,4,5,0
1822,2,2,1,1,3,6,6
1823,0,0,1,1,3,6,1
1824,2,1,0,0,4,5,0
1825,0,2,0,1,3,5,0
1826,2,1,1,1,3,6,8
1827,0,1,0,1,4,5,0
1828,2,0,0,0,4,5,9
1829,1,2,1,1,3,6,6
1830,2,0,1,1,3,6,1
1831,1,2,0,1,3,5,0
1832,1,1,0,1,4,5,0
1833,0,2,1,1,3,6,6
1834,1,1,1,0,3,6,8
1835,0,2,1,0,3,6,6
1836,2,1,0,1,4,5,0
1837,0,1,0,1,4,5,0
1838,2,0,0,1,4,5,9
1839,0,0,1,0,3,6,1
1840,1,0,0,1,4,5,9
1841,0,2,1,1,3,6,6
1842,0,0,0,0,4,5,9
1843,2,1,1,1,3,6,8
1844,1,0,0,1,4,5,9
1845,2,2,0,1,3,5,0
1846,2,1,0,0,4,5,0
1847,2,0,1,1,3,6,1
1848,0,0,0,1,4,5,9
1849,2,1,1,1,3,6,8
1850,0,2,0,0,3,5,0
1851,0,0,1,1,3,6,1
1852,2,2,1,1,3,6,6
1853,0,1,0,0,4,5,0
1854,1,2,1,1,3,6,6
1855,1,0,1,1,3,6,1
1856,2,1,1,1,3,6,8
1857,1,0,1,1,3,6,1
1858,2,2,1,1,3,6,6
1859,0,1,1,0,3,6,8
1860,1,2,0,1,3,5,0
1861,1,1,0,1,4,5,0
1862,2,1,0,1,4,5,0
1863,0,1,0,0,4,5,0
1864,1,0,1,1,3,6,1
1865,1,2,0,1,3,5,0
1866,0,1,0,0,4,5,0
1867,1,0,1,1,3,6,1
1868,0,1,1,0,3,6,8
1869,1,0,1,1,3,6,1
1870,2,1,1,0,3,6,8
1871,2,2,1,0,3,6,6
1872,1,2,1,1,3,6,6
1873,1,0,0,1,4,5,9
1874,1,2,0,1,3,5,0
1875,1,0,0,1,4,5,9
1876,0,1,0,1,4,5,0
1877,0,0,0,1,4,5,9
1878,1,2,0,1,3,5,0
1879,2,2,0,1,3,5,0
1880,2,0,0,1,4,5,9
1881,2,1,1,0,3,6,8
1882,0,0,0,0,4,5,9
1883,1,0,1,0,3,6,1
1884,0,0,0,1,4,5,9
1885,1,1,0,0,4,5,0
1886,1,1,1,1,3,6,8
1887,2,2,0,0,3,5,0
1888,0,2,1,0,3,6,6
1889,1,2,0,1,3,5,0
1890,0,0,1,1,3,6,1
1891,1,1,1,1,3,6,8
1892,2,1,1,1,3,6,8
1893,1,1,1,1,3,6,8
1894,2,2,0,1,3,5,0
1895,1,1,0,1,4,5,0
1896,0,2,1,0,3,6,6
1897,0,0,0,1,4,5,9
1898,0,1,0,1,4,5,0
1899,2,0,1,1,3,6,1
1900,2,1,1,1,3,6,8
1901,1,0,0,1,4,5,9
1902,1,1,1,0,3,6,8
1903,0,1,0,0,4,5,0
1904,2,2,0,1,3,5,0
1905,2,1,1,1,3,6,8
1906,2,1,0,1,4,5,0
1907,1,0,1,0,3,6,1
1908,0,1,0,0,4,5,0
1909,2,0,0,1,4,5,9
1910,0,2,0,0,3,5,0
1911,1,2,0,1,3,5,0
1912,0,1,1,0,3,6,8
1913,0,2,0,0,3,5,0
1914,0,0,0,1,4,5,9
1915,2,0,1,1,3,6,1
1916,2,2,0,1,3,5,0
1917,1,2,1,1,3,6,6
1918,2,0,1,1,3,6,1
1919,0,0,1,1,3,6,1
1920,2,1,0,1,4,5,0
1921,2,0,0,0,4,5,9
1922,0,2,1,1,3,6,6
1923,1,1,0,1,4,5,0
1924,2,1,0,1,4,5,0
1925,1,0,0,1,4,5,9
1926,2,1,1,0,3,6,8
1927,2,1,1,1,3,6,8
1928,1,1,0,1,4,5,0
1929,1,2,1,1,3,6,6
1930,2,0,1,1,3,6,1
1931,1,2,1,1,3,6,6
1932,2,0,0,1,4,5,9
1933,0,0,1,0,3,6,1
1934,2,0,0,1,4,5,9
1935,2,0,1,1,3,6,1
1936,1,2,0,0,3,5,0
1937,1,0,0,0,4,5,9
1938,1,2,1,1,3,6,6
1939,1,2,0,0,3,5,0
1940,2,1,1,1,3,6,8
1941,1,0,0,1,4,5,9
1942,2,2,0,0,3,5,0
1943,2,0,1,1,3,6,1
1944,0,1,0,1,4,5,0
1945,2,2,0,1,3,5,0
1946,0,2,0,1,3,5,0
1947,1,2,0,1,3,5,0
1948,0,2,0,1,3,5,0
1949,2,0,0,0,4,5,9
1950,0,1,1,0,3,6,8
1951,0,1,0,1,4,5,0
1952,0,2,0,1,3,5,0
1953,1,1,0,1,4,5,0
1954,1,2,1,1,3,6,6
1955,2,1,0,1,4,5,0
1956,1,1,1,0,3,6,8
1957,0,2,1,1,3,6,6
1958,0,1,0,0,4,5,0
1959,2,1,1,1,3,6,8
1960,2,0,1,1,3,6,1
1961,0,2,0,1,3,5,0
1962,0,0,1,1,3,6,1
1963,0,1,0,0,4,5,0
1964,2,0,1,1,3,6,1
1965,2,2,0,0,3,5,0
1966,0,0,0,1,4,5,9
1967,1,2,1,0,3,6,6
1968,2,1,1,1,3,6,8
1969,2,1,0,1,4,5,0
1970,1,0,1,0,3,6,1
1971,0,1,0,1,4,5,0
1972,2,2,0,1,3,5,0
1973,2,0,1,1,3,6,1
1974,0,2,1,0,3,6,6
1975,0,0,1,1,3,6,1
1976,1,0,1,1,3,6,1
1977,1,0,0,1,4,5,9
1978,0,1,1,0,3,6,8
1979,2,0,1,1,3,6,1
1980,2,2,0,1,3,5,0
1981,1,2,0,1,3,5,0
1982,1,2,1,1,3,6,6
1983,2,1,0,0,4,5,0
1984,0,2,0,1,3,5,0
1985,1,1,1,1,3,6,8
1986,1,0,1,0,3,6,1
1987,1,1,1,1,3,6,8
1988,0,2,0,1,3,5,0
1989,0,1,0,0,4,5,0
1990,1,2,0,1,3,5,0
1991,0,1,1,1,3,6,8
1992,2,1,1,1,3,6,8
1993,0,1,1,1,3,6,8
1994,1,2,1,1,3,6,6
1995,2,1,0,1,4,5,0
1996,0,2,0,0,3,5,0
1997,1,0,0,1,4,5,9
1998,2,1,1,1,3,6,8
1999,2,0,0,1,4,5,9
